Gene stable ID,Gene stable ID version,Gene start (bp),Gene end (bp),Chromosome/scaffold name,Gene name,Mouse gene stable ID,Mouse gene name,Mouse chromosome/scaffold name,Mouse chromosome/scaffold start (bp),Mouse chromosome/scaffold end (bp),Mouse homology type,"Mouse orthology confidence [0 low, 1 high]",Mouse Whole-genome alignment coverage
ENSG00000126861,ENSG00000126861.5,31272013,31297539,17,OMG,ENSMUSG00000049612,Omg,11,79500982,79504084,ortholog_one2one,1,100.00
ENSG00000185862,ENSG00000185862.7,31303770,31314105,17,EVI2B,ENSMUSG00000093938,Evi2b,11,79515056,79523762,ortholog_one2many,1,100.00
ENSG00000185862,ENSG00000185862.7,31303770,31314105,17,EVI2B,ENSMUSG00000070354,Evi2,11,79513385,79530589,ortholog_one2many,1,100.00
ENSG00000265118,ENSG00000265118.5,31305213,31318831,17,AC134669.1,ENSMUSG00000078771,Evi2a,11,79526560,79530609,ortholog_one2many,0,96.54
ENSG00000126860,ENSG00000126860.12,31316410,31321749,17,EVI2A,ENSMUSG00000078771,Evi2a,11,79526560,79530609,ortholog_one2many,1,100.00
ENSG00000131242,ENSG00000131242.18,31391675,31538211,17,RAB11FIP4,ENSMUSG00000017639,Rab11fip4,11,79591212,79698023,ortholog_one2one,1,100.00
ENSG00000207614,ENSG00000207614.1,31559996,31560083,17,MIR193A,ENSMUSG00000065395,Mir193a,11,79711969,79712034,ortholog_one2one,1,
ENSG00000221038,ENSG00000221038.1,31563768,31563894,17,RNU6ATAC7P,ENSMUSG00000080673,Gm23336,3,108498118,108498240,ortholog_one2one,1,
ENSG00000172301,ENSG00000172301.11,31851871,31859291,17,COPRS,ENSMUSG00000031458,Coprs,8,13884794,13890281,ortholog_one2one,0,69.30
ENSG00000108651,ENSG00000108651.10,31860904,31901708,17,UTP6,ENSMUSG00000035575,Utp6,11,79932321,79962390,ortholog_one2one,1,100.00
ENSG00000178691,ENSG00000178691.11,31937007,32001038,17,SUZ12,ENSMUSG00000017548,Suz12,11,79993106,80034123,ortholog_one2one,1,100.00
ENSG00000185158,ENSG00000185158.12,32007872,32053504,17,LRRC37B,ENSMUSG00000078632,Lrrc37a,11,103450709,103504597,ortholog_many2many,0,1.04
ENSG00000185158,ENSG00000185158.12,32007872,32053504,17,LRRC37B,ENSMUSG00000034239,Gm884,11,103534577,103621140,ortholog_many2many,0,81.88
ENSG00000126858,ENSG00000126858.18,32142454,32253374,17,RHOT1,ENSMUSG00000017686,Rhot1,11,80209019,80267907,ortholog_one2one,1,100.00
ENSG00000141314,ENSG00000141314.13,32265832,32324659,17,RHBDL3,ENSMUSG00000017692,Rhbdl3,11,80300912,80355955,ortholog_one2one,1,100.00
ENSG00000108666,ENSG00000108666.10,32324565,32350023,17,C17orf75,ENSMUSG00000057181,5730455P16Rik,11,80360492,80378034,ortholog_one2one,1,100.00
ENSG00000010244,ENSG00000010244.18,32350117,32381886,17,ZNF207,ENSMUSG00000017421,Zfp207,11,80383279,80405733,ortholog_one2one,1,100.00
ENSG00000108671,ENSG00000108671.11,32444379,32483319,17,PSMD11,ENSMUSG00000017428,Psmd11,11,80428615,80473248,ortholog_one2one,1,100.00
ENSG00000176749,ENSG00000176749.9,32486993,32491253,17,CDK5R1,ENSMUSG00000048895,Cdk5r1,11,80477023,80481184,ortholog_one2one,1,100.00
ENSG00000176658,ENSG00000176658.17,32492522,32877177,17,MYO1D,ENSMUSG00000035441,Myo1d,11,80482126,80780025,ortholog_one2one,1,100.00
ENSG00000006042,ENSG00000006042.12,32927910,32945106,17,TMEM98,ENSMUSG00000035413,Tmem98,11,80810175,80822033,ortholog_one2one,1,100.00
ENSG00000141316,ENSG00000141316.13,32970376,32997877,17,SPACA3,ENSMUSG00000053184,Spaca3,11,80858365,80867814,ortholog_one2one,1,100.00
ENSG00000108684,ENSG00000108684.14,33013087,34174964,17,ASIC2,ENSMUSG00000020704,Asic2,11,80880169,81968457,ortholog_one2one,1,100.00
ENSG00000108691,ENSG00000108691.9,34255218,34257203,17,CCL2,ENSMUSG00000035385,Ccl2,11,82035571,82037453,ortholog_one2one,0,100.00
ENSG00000108688,ENSG00000108688.11,34270221,34272242,17,CCL7,ENSMUSG00000035373,Ccl7,11,82045712,82047525,ortholog_one2one,1,100.00
ENSG00000172156,ENSG00000172156.4,34285742,34288334,17,CCL11,ENSMUSG00000020676,Ccl11,11,82057823,82062955,ortholog_one2one,1,100.00
ENSG00000108700,ENSG00000108700.5,34319435,34321402,17,CCL8,ENSMUSG00000009185,Ccl8,11,82115185,82116799,ortholog_one2many,1,0.00
ENSG00000108700,ENSG00000108700.5,34319435,34321402,17,CCL8,ENSMUSG00000035352,Ccl12,11,82101845,82103400,ortholog_one2many,1,100.00
ENSG00000181291,ENSG00000181291.8,34579487,34639318,17,TMEM132E,ENSMUSG00000020701,Tmem132e,11,82388900,82446332,ortholog_one2one,1,100.00
ENSG00000132141,ENSG00000132141.14,34927859,34981078,17,CCT6B,ENSMUSG00000020698,Cct6b,11,82719250,82764321,ortholog_one2one,1,100.00
ENSG00000198783,ENSG00000198783.6,34961540,34963777,17,ZNF830,ENSMUSG00000046010,Zfp830,11,82764345,82765935,ortholog_one2one,1,100.00
ENSG00000005156,ENSG00000005156.12,34980512,35009743,17,LIG3,ENSMUSG00000020697,Lig3,11,82781108,82804274,ortholog_one2one,1,100.00
ENSG00000267618,ENSG00000267618.5,35011349,35121493,17,AC004223.3,ENSMUSG00000020696,Rffl,11,82802449,82871210,ortholog_one2one,0,83.03
ENSG00000185379,ENSG00000185379.20,35092208,35121522,17,RAD51D,ENSMUSG00000018841,Rad51d,11,82876434,82890614,ortholog_one2one,1,93.37
ENSG00000253084,ENSG00000253084.3,35093909,35093973,17,RNU6-840P,ENSMUSG00000088596,Gm24602,8,102523894,102523956,ortholog_one2one,1,
ENSG00000073598,ENSG00000073598.6,35121615,35130732,17,FNDC8,ENSMUSG00000018844,Fndc8,11,82892124,82900801,ortholog_one2one,1,100.00
ENSG00000073536,ENSG00000073536.18,35128730,35142304,17,NLE1,ENSMUSG00000020692,Nle1,11,82900768,82908411,ortholog_one2one,1,100.00
ENSG00000141161,ENSG00000141161.12,35147817,35189345,17,UNC45B,ENSMUSG00000018845,Unc45b,11,82910550,82943403,ortholog_one2one,1,100.00
ENSG00000164729,ENSG00000164729.7,35192520,35194523,17,SLC35G3,ENSMUSG00000018776,Slc35g3,11,69759890,69761968,ortholog_one2many,1,99.96
ENSG00000166750,ENSG00000166750.10,35243071,35273655,17,SLFN5,ENSMUSG00000054404,Slfn5,11,82951349,82964840,ortholog_one2one,1,100.00
ENSG00000172123,ENSG00000172123.12,35411060,35433283,17,SLFN12,ENSMUSG00000018986,Slfn3,11,83191330,83215154,ortholog_many2many,0,0.55
ENSG00000172123,ENSG00000172123.12,35411060,35433283,17,SLFN12,ENSMUSG00000000204,Slfn4,11,83175186,83190216,ortholog_many2many,0,2.05
ENSG00000172123,ENSG00000172123.12,35411060,35433283,17,SLFN12,ENSMUSG00000078763,Slfn1,11,83116849,83122670,ortholog_many2many,0,35.90
ENSG00000172123,ENSG00000172123.12,35411060,35433283,17,SLFN12,ENSMUSG00000072620,Slfn2,11,83065112,83070678,ortholog_many2many,0,0.00
ENSG00000154760,ENSG00000154760.14,35435096,35448837,17,SLFN13,ENSMUSG00000035208,Slfn8,11,83002158,83020810,ortholog_one2many,0,0.00
ENSG00000154760,ENSG00000154760.14,35435096,35448837,17,SLFN13,ENSMUSG00000069793,Slfn9,11,82978390,82991830,ortholog_one2many,0,3.60
ENSG00000205045,ENSG00000205045.10,35464249,35487857,17,SLFN12L,ENSMUSG00000018986,Slfn3,11,83191330,83215154,ortholog_many2many,0,0.00
ENSG00000205045,ENSG00000205045.10,35464249,35487857,17,SLFN12L,ENSMUSG00000000204,Slfn4,11,83175186,83190216,ortholog_many2many,0,15.17
ENSG00000205045,ENSG00000205045.10,35464249,35487857,17,SLFN12L,ENSMUSG00000078763,Slfn1,11,83116849,83122670,ortholog_many2many,0,98.90
ENSG00000205045,ENSG00000205045.10,35464249,35487857,17,SLFN12L,ENSMUSG00000072620,Slfn2,11,83065112,83070678,ortholog_many2many,0,0.00
ENSG00000236320,ENSG00000236320.4,35543985,35560819,17,SLFN14,ENSMUSG00000082101,Slfn14,11,83275110,83286726,ortholog_one2one,1,100.00
ENSG00000207297,ENSG00000207297.1,35573657,35573753,17,SNORD7,ENSMUSG00000065715,Snord7,11,83294304,83294400,ortholog_one2one,1,
ENSG00000108733,ENSG00000108733.11,35574795,35578863,17,PEX12,ENSMUSG00000018733,Pex12,11,83294642,83302586,ortholog_one2one,1,100.00
ENSG00000006125,ENSG00000006125.18,35578046,35726413,17,AP2B1,ENSMUSG00000035152,Ap2b1,11,83299024,83405035,ortholog_one2one,1,100.00
ENSG00000270647,ENSG00000270647.6,35713791,35864615,17,TAF15,ENSMUSG00000020680,Taf15,11,83473086,83506743,ortholog_one2one,1,98.56
ENSG00000270885,ENSG00000270885.2,35731639,35743521,17,RASL10B,ENSMUSG00000020684,Rasl10b,11,83409137,83421039,ortholog_one2one,1,100.00
ENSG00000270765,ENSG00000270765.6,35744511,35753239,17,GAS2L2,ENSMUSG00000020686,Gas2l2,11,83421902,83429455,ortholog_one2one,1,100.00
ENSG00000271447,ENSG00000271447.6,35756249,35795707,17,MMP28,ENSMUSG00000020682,Mmp28,11,83440768,83463071,ortholog_one2one,1,100.00
ENSG00000270806,ENSG00000270806.2,35760887,35765079,17,C17orf50,ENSMUSG00000035085,1700020L24Rik,11,83437677,83441233,ortholog_one2one,1,100.00
ENSG00000270379,ENSG00000270379.6,35854946,35868891,17,HEATR9,ENSMUSG00000018925,Heatr9,11,83511736,83522175,ortholog_one2one,1,100.00
ENSG00000271503,ENSG00000271503.6,35871491,35880793,17,CCL5,ENSMUSG00000035042,Ccl5,11,83525778,83530518,ortholog_one2one,1,100.00
ENSG00000278023,ENSG00000278023.7,35918066,35930773,17,RDM1,ENSMUSG00000010362,Rdm1,11,101627195,101636100,ortholog_one2one,1,76.19
ENSG00000275722,ENSG00000275722.5,35934518,35943713,17,LYZL6,ENSMUSG00000020945,Lyzl6,11,103631070,103638890,ortholog_one2one,1,100.00
ENSG00000275688,ENSG00000275688.4,35983656,36001621,17,CCL15-CCL14,ENSMUSG00000019122,Ccl9,11,83572919,83578636,ortholog_many2many,0,97.13
ENSG00000275688,ENSG00000275688.4,35983656,36001621,17,CCL15-CCL14,ENSMUSG00000018927,Ccl6,11,83587882,83593087,ortholog_many2many,0,2.43
ENSG00000275718,ENSG00000275718.2,35996440,36001553,17,CCL15,ENSMUSG00000019122,Ccl9,11,83572919,83578636,ortholog_many2many,0,97.33
ENSG00000275718,ENSG00000275718.2,35996440,36001553,17,CCL15,ENSMUSG00000018927,Ccl6,11,83587882,83593087,ortholog_many2many,0,3.87
ENSG00000274736,ENSG00000274736.5,36013056,36017972,17,CCL23,ENSMUSG00000019122,Ccl9,11,83572919,83578636,ortholog_many2many,0,84.45
ENSG00000274736,ENSG00000274736.5,36013056,36017972,17,CCL23,ENSMUSG00000018927,Ccl6,11,83587882,83593087,ortholog_many2many,0,34.54
ENSG00000275385,ENSG00000275385.2,36064272,36072032,17,CCL18,ENSMUSG00000000982,Ccl3,11,83647844,83649355,ortholog_one2many,0,51.93
ENSG00000277632,ENSG00000277632.2,36088256,36090169,17,CCL3,ENSMUSG00000000982,Ccl3,11,83647844,83649355,ortholog_one2many,1,100.00
ENSG00000275302,ENSG00000275302.2,36103827,36105621,17,CCL4,ENSMUSG00000018930,Ccl4,11,83662584,83664683,ortholog_one2many,1,100.00
ENSG00000276085,ENSG00000276085.1,36194869,36196758,17,CCL3L3,ENSMUSG00000000982,Ccl3,11,83647844,83649355,ortholog_one2many,1,100.00
ENSG00000276070,ENSG00000276070.5,36210924,36212878,17,CCL4L2,ENSMUSG00000018930,Ccl4,11,83662584,83664683,ortholog_one2many,0,100.00
ENSG00000273611,ENSG00000273611.5,36486629,36499310,17,ZNHIT3,ENSMUSG00000020526,Znhit3,11,84910950,84916366,ortholog_one2one,1,100.00
ENSG00000278259,ENSG00000278259.4,36495633,36543435,17,MYO19,ENSMUSG00000020527,Myo19,11,84880148,84911226,ortholog_one2one,1,100.00
ENSG00000277161,ENSG00000277161.2,36534987,36539310,17,PIGW,ENSMUSG00000045140,Pigw,11,84876315,84880285,ortholog_one2one,1,100.00
ENSG00000278311,ENSG00000278311.5,36544912,36589848,17,GGNBP2,ENSMUSG00000020530,Ggnbp2,11,84832361,84870817,ortholog_one2one,1,100.00
ENSG00000278535,ENSG00000278535.5,36591879,36600804,17,DHRS11,ENSMUSG00000034449,Dhrs11,11,84820856,84828994,ortholog_one2one,1,100.00
ENSG00000278619,ENSG00000278619.5,36601583,36608964,17,MRM1,ENSMUSG00000018405,Mrm1,11,84813061,84819515,ortholog_one2one,1,100.00
ENSG00000273706,ENSG00000273706.5,36936785,36944612,17,LHX1,ENSMUSG00000018698,Lhx1,11,84518284,84525535,ortholog_one2one,1,100.00
ENSG00000275700,ENSG00000275700.5,36948954,37056871,17,AATF,ENSMUSG00000018697,Aatf,11,84422855,84513522,ortholog_one2one,1,94.95
ENSG00000278540,ENSG00000278540.5,37084992,37406836,17,ACACA,ENSMUSG00000020532,Acaca,11,84129672,84401651,ortholog_one2one,1,100.00
ENSG00000278505,ENSG00000278505.5,37375985,37392708,17,C17orf78,ENSMUSG00000051452,Gm11437,11,84148351,84167476,ortholog_one2one,1,100.00
ENSG00000276234,ENSG00000276234.5,37406886,37479725,17,TADA2A,ENSMUSG00000018651,Tada2a,11,84078920,84129600,ortholog_one2one,1,100.00
ENSG00000276023,ENSG00000276023.5,37489891,37513501,17,DUSP14,ENSMUSG00000018648,Dusp14,11,84048041,84069261,ortholog_one2one,1,100.00
ENSG00000275066,ENSG00000275066.5,37514807,37609472,17,SYNRG,ENSMUSG00000034940,Synrg,11,83964428,84044578,ortholog_one2one,1,100.00
ENSG00000278053,ENSG00000278053.5,37609739,37643446,17,DDX52,ENSMUSG00000020677,Ddx52,11,83942062,83963088,ortholog_one2one,1,100.00
ENSG00000275410,ENSG00000275410.5,37686431,37745105,17,HNF1B,ENSMUSG00000020679,Hnf1b,11,83850063,83905819,ortholog_one2one,1,100.00
ENSG00000278845,ENSG00000278845.5,38297023,38323217,17,MRPL45,ENSMUSG00000018882,Mrpl45,11,97315716,97329920,ortholog_one2one,1,100.00
ENSG00000277399,ENSG00000277399.5,38324571,38343956,17,GPR179,ENSMUSG00000070337,Gpr179,11,97332109,97352077,ortholog_one2one,1,100.00
ENSG00000274211,ENSG00000274211.6,38351844,38405593,17,SOCS7,ENSMUSG00000038485,Socs7,11,97362435,97398542,ortholog_one2one,1,100.00
ENSG00000275832,ENSG00000275832.5,38419280,38512385,17,ARHGAP23,ENSMUSG00000049807,Arhgap23,11,97415533,97502402,ortholog_one2one,1,100.00
ENSG00000277363,ENSG00000277363.5,38530031,38605952,17,SRCIN1,ENSMUSG00000038453,Srcin1,11,97509340,97576186,ortholog_one2one,1,100.00
ENSG00000273604,ENSG00000273604.2,38671703,38674957,17,EPOP,ENSMUSG00000043439,Epop,11,97627389,97629702,ortholog_one2one,1,100.00
ENSG00000275023,ENSG00000275023.5,38705273,38729795,17,MLLT6,ENSMUSG00000038437,Mllt6,11,97663414,97685463,ortholog_one2one,1,100.00
ENSG00000277972,ENSG00000277972.2,38730341,38735605,17,CISD3,ENSMUSG00000078695,Cisd3,11,97685826,97688621,ortholog_one2one,1,100.00
ENSG00000277258,ENSG00000277258.5,38733898,38749817,17,PCGF2,ENSMUSG00000018537,Pcgf2,11,97688823,97700497,ortholog_one2one,1,100.00
ENSG00000277791,ENSG00000277791.5,38752741,38764225,17,PSMB3,ENSMUSG00000069744,Psmb3,11,97703399,97713500,ortholog_one2one,1,100.00
ENSG00000276293,ENSG00000276293.4,38765689,38800126,17,PIP4K2B,ENSMUSG00000018547,Pip4k2b,11,97715157,97744704,ortholog_one2one,1,100.00
ENSG00000273559,ENSG00000273559.5,38800441,38825355,17,CWC25,ENSMUSG00000018541,Cwc25,11,97745481,97766556,ortholog_one2one,1,100.00
ENSG00000275489,ENSG00000275489.2,38835086,38841438,17,C17orf98,ENSMUSG00000018543,1700001P01Rik,11,97771481,97775918,ortholog_one2one,1,100.00
ENSG00000125691,ENSG00000125691.14,38847860,38853764,17,RPL23,ENSMUSG00000071415,Rpl23,11,97777527,97782437,ortholog_one2one,1,100.00
ENSG00000252699,ENSG00000252699.1,38851524,38851659,17,SNORA21B,ENSMUSG00000098813,Gm27326,11,97780182,97780276,ortholog_one2one,1,
ENSG00000199293,ENSG00000199293.1,38852863,38852994,17,SNORA21,ENSMUSG00000064901,Snora21,11,97781639,97781775,ortholog_one2one,0,
ENSG00000002834,ENSG00000002834.18,38869859,38921770,17,LASP1,ENSMUSG00000038366,Lasp1,11,97799000,97838764,ortholog_one2one,1,100.00
ENSG00000204952,ENSG00000204952.3,38936432,38967403,17,FBXO47,ENSMUSG00000070336,Fbxo47,11,97853826,97884154,ortholog_one2one,1,100.00
ENSG00000161381,ENSG00000161381.14,39063313,39154394,17,PLXDC1,ENSMUSG00000017417,Plxdc1,11,97923238,97986444,ortholog_one2one,1,100.00
ENSG00000141748,ENSG00000141748.13,39156894,39167484,17,ARL5C,ENSMUSG00000038352,Arl5c,11,97989578,97996181,ortholog_one2one,1,100.00
ENSG00000067191,ENSG00000067191.16,39173453,39197703,17,CACNB1,ENSMUSG00000020882,Cacnb1,11,98001508,98023034,ortholog_one2one,1,100.00
ENSG00000108298,ENSG00000108298.11,39200283,39204732,17,RPL19,ENSMUSG00000017404,Rpl19,11,98026710,98030492,ortholog_one2one,1,100.00
ENSG00000141750,ENSG00000141750.7,39210541,39225945,17,STAC2,ENSMUSG00000017400,Stac2,11,98036623,98053462,ortholog_one2one,1,100.00
ENSG00000108306,ENSG00000108306.13,39252663,39402523,17,FBXL20,ENSMUSG00000020883,Fbxl20,11,98082556,98150403,ortholog_one2one,1,100.00
ENSG00000125686,ENSG00000125686.12,39404285,39451272,17,MED1,ENSMUSG00000018160,Med1,11,98152154,98193293,ortholog_one2one,1,100.00
ENSG00000167258,ENSG00000167258.15,39461486,39564907,17,CDK12,ENSMUSG00000003119,Cdk12,11,98203059,98278504,ortholog_one2one,1,100.00
ENSG00000222777,ENSG00000222777.1,39546104,39546244,17,RNU6-233P,ENSMUSG00000065320,Gm22056,5,113928724,113928804,ortholog_one2one,0,
ENSG00000171532,ENSG00000171532.5,39603536,39609777,17,NEUROD2,ENSMUSG00000038255,Neurod2,11,98325415,98329648,ortholog_one2one,1,100.00
ENSG00000131771,ENSG00000131771.14,39626740,39636626,17,PPP1R1B,ENSMUSG00000061718,Ppp1r1b,11,98348404,98357796,ortholog_one2one,1,100.00
ENSG00000131748,ENSG00000131748.16,39637090,39664201,17,STARD3,ENSMUSG00000018167,Stard3,11,98358368,98381112,ortholog_one2one,1,100.00
ENSG00000173991,ENSG00000173991.6,39665349,39666554,17,TCAP,ENSMUSG00000007877,Tcap,11,98383811,98384953,ortholog_one2one,1,100.00
ENSG00000141744,ENSG00000141744.4,39667981,39670475,17,PNMT,ENSMUSG00000038216,Pnmt,11,98386450,98388181,ortholog_one2one,1,100.00
ENSG00000161395,ENSG00000161395.14,39671122,39696797,17,PGAP3,ENSMUSG00000038208,Pgap3,11,98388677,98400490,ortholog_one2one,1,100.00
ENSG00000141736,ENSG00000141736.13,39687914,39730426,17,ERBB2,ENSMUSG00000062312,Erbb2,11,98412470,98437716,ortholog_one2one,1,100.00
ENSG00000141741,ENSG00000141741.12,39728496,39730532,17,MIEN1,ENSMUSG00000002580,Mien1,11,98437708,98438991,ortholog_one2one,1,100.00
ENSG00000141738,ENSG00000141738.14,39737927,39747291,17,GRB7,ENSMUSG00000019312,Grb7,11,98446394,98455373,ortholog_one2one,1,100.00
ENSG00000161405,ENSG00000161405.17,39757718,39864312,17,IKZF3,ENSMUSG00000018168,Ikzf3,11,98464902,98546031,ortholog_one2one,1,100.00
ENSG00000186075,ENSG00000186075.13,39868202,39877896,17,ZPBP2,ENSMUSG00000017195,Zpbp2,11,98551097,98558665,ortholog_one2one,1,100.00
ENSG00000172057,ENSG00000172057.10,39921041,39927601,17,ORMDL3,ENSMUSG00000038150,Ormdl3,11,98581256,98587368,ortholog_one2one,1,100.00
ENSG00000204913,ENSG00000204913.6,39941474,39944734,17,LRRC3C,ENSMUSG00000086545,Lrrc3c,11,98598291,98599586,ortholog_one2one,1,99.36
ENSG00000167914,ENSG00000167914.12,39953263,39977768,17,GSDMA,ENSMUSG00000017204,Gsdma,11,98664351,98677708,ortholog_one2one,1,89.27
ENSG00000108344,ENSG00000108344.15,39980807,39997959,17,PSMD3,ENSMUSG00000017221,Psmd3,11,98682554,98695979,ortholog_one2one,1,100.00
ENSG00000108342,ENSG00000108342.13,40015361,40017813,17,CSF3,ENSMUSG00000038067,Csf3,11,98701263,98703629,ortholog_one2one,1,100.00
ENSG00000008838,ENSG00000008838.20,40019097,40061215,17,MED24,ENSMUSG00000017210,Med24,11,98704591,98729435,ortholog_one2one,1,100.00
ENSG00000238793,ENSG00000238793.1,40027542,40027645,17,SNORD124,ENSMUSG00000088169,Gm22059,11,98710986,98711089,ortholog_one2one,1,
ENSG00000126351,ENSG00000126351.13,40058290,40093867,17,THRA,ENSMUSG00000058756,Thra,11,98740638,98769006,ortholog_one2one,1,100.00
ENSG00000126368,ENSG00000126368.6,40092793,40100589,17,NR1D1,ENSMUSG00000020889,Nr1d1,11,98767932,98775333,ortholog_one2one,1,100.00
ENSG00000188895,ENSG00000188895.12,40121971,40136917,17,MSL1,ENSMUSG00000052915,Msl1,11,98795516,98807859,ortholog_one2one,1,100.00
ENSG00000108349,ENSG00000108349.17,40140318,40172171,17,CASC3,ENSMUSG00000078676,Casc3,11,98804905,98833814,ortholog_one2one,1,100.00
ENSG00000108352,ENSG00000108352.13,40177010,40195656,17,RAPGEFL1,ENSMUSG00000038020,Rapgefl1,11,98836785,98853697,ortholog_one2one,1,100.00
ENSG00000171475,ENSG00000171475.14,40219304,40284136,17,WIPF2,ENSMUSG00000038013,Wipf2,11,98863638,98905040,ortholog_one2one,1,100.00
ENSG00000094804,ENSG00000094804.12,40287879,40304657,17,CDC6,ENSMUSG00000017499,Cdc6,11,98907801,98923940,ortholog_one2one,1,99.86
ENSG00000131759,ENSG00000131759.18,40309180,40357643,17,RARA,ENSMUSG00000037992,Rara,11,98927818,98974942,ortholog_one2one,1,100.00
ENSG00000183153,ENSG00000183153.7,40360652,40364737,17,GJD3,ENSMUSG00000047197,Gjd3,11,98982180,98983016,ortholog_one2one,1,100.00
ENSG00000131747,ENSG00000131747.15,40388525,40417896,17,TOP2A,ENSMUSG00000020914,Top2a,11,98992943,99024189,ortholog_one2one,1,100.00
ENSG00000141753,ENSG00000141753.7,40443450,40457725,17,IGFBP4,ENSMUSG00000017493,Igfbp4,11,99041244,99054392,ortholog_one2one,1,100.00
ENSG00000131746,ENSG00000131746.13,40475828,40501623,17,TNS4,ENSMUSG00000017607,Tns4,11,99065678,99089306,ortholog_one2one,1,100.00
ENSG00000126353,ENSG00000126353.3,40553769,40565472,17,CCR7,ENSMUSG00000037944,Ccr7,11,99144196,99155077,ortholog_one2one,1,100.00
ENSG00000073584,ENSG00000073584.20,40624962,40648654,17,SMARCE1,ENSMUSG00000037935,Smarce1,11,99209047,99231017,ortholog_one2one,1,100.00
ENSG00000264058,ENSG00000264058.2,40627356,40665141,17,AC073508.2,ENSMUSG00000035849,Krt222,11,99232761,99244085,ortholog_one2many,1,100.00
ENSG00000213424,ENSG00000213424.9,40654665,40665181,17,KRT222,ENSMUSG00000035849,Krt222,11,99232761,99244085,ortholog_one2many,1,100.00
ENSG00000167916,ENSG00000167916.5,40697991,40703752,17,KRT24,ENSMUSG00000020913,Krt24,11,99279959,99285262,ortholog_one2one,1,100.00
ENSG00000204897,ENSG00000204897.7,40748021,40755331,17,KRT25,ENSMUSG00000035831,Krt25,11,99315516,99322951,ortholog_one2one,1,100.00
ENSG00000186393,ENSG00000186393.5,40766238,40772162,17,KRT26,ENSMUSG00000075570,Krt26,11,99328550,99337966,ortholog_one2one,1,100.00
ENSG00000171446,ENSG00000171446.7,40776808,40782550,17,KRT27,ENSMUSG00000017588,Krt27,11,99345565,99351104,ortholog_one2one,1,100.00
ENSG00000173908,ENSG00000173908.9,40792196,40799959,17,KRT28,ENSMUSG00000055937,Krt28,11,99364872,99374903,ortholog_one2one,1,100.00
ENSG00000186395,ENSG00000186395.8,40818117,40822614,17,KRT10,ENSMUSG00000019761,Krt10,11,99385254,99389364,ortholog_one2one,1,100.00
ENSG00000187242,ENSG00000187242.6,40861303,40867223,17,KRT12,ENSMUSG00000020912,Krt12,11,99415666,99422259,ortholog_one2one,1,100.00
ENSG00000171431,ENSG00000171431.4,40875889,40885242,17,KRT20,ENSMUSG00000035775,Krt20,11,99428403,99438150,ortholog_one2one,1,100.00
ENSG00000108244,ENSG00000108244.17,40922700,40937646,17,KRT23,ENSMUSG00000006777,Krt23,11,99477974,99493137,ortholog_one2one,1,100.00
ENSG00000196859,ENSG00000196859.8,40958417,40966948,17,KRT39,ENSMUSG00000064165,Krt39,11,99514114,99521338,ortholog_one2one,1,100.00
ENSG00000204889,ENSG00000204889.10,40977716,40987135,17,KRT40,ENSMUSG00000059169,Krt40,11,99537485,99543158,ortholog_one2one,1,100.00
